TEXT,NUM_VIDEOS,VIDEOS,FRAME_COUNTS
hàng ngày,3,D0170T.mp4; D0170N.mp4; D0170B.mp4,98; 98; 111
hàng triệu,1,W01550.mp4,100
hàng trăm,1,W01547.mp4,91
hàng trăm nghìn,1,W01548.mp4,94
hàng xóm,1,W01552.mp4,97
hàng đơn vị,1,W01543.mp4,86
hành lang,1,W01556.mp4,90
hành quân,3,W01557B.mp4; W01557N.mp4; W01557T.mp4,115; 221; 268
hành tinh,1,W01558.mp4,145
hành vi,1,W01559.mp4,101
hành động,1,W01554.mp4,96
háo hức,1,D0262.mp4,134
hát ru,1,W01560.mp4,105
hãng máy bay,1,W00122.mp4,100
hãng tàu thuyền,1,W00142.mp4,93
hãng xe máy,1,W00125.mp4,74
hãng ô tô,1,W04072.mp4,71
héc-ta (ha),1,W01575B.mp4,99
héc-tô-gam (hg),3,W01576B.mp4; W01576T.mp4; W01576N.mp4,104; 110; 110
héc-tô-mét (hm),3,W01577B.mp4; W01577T.mp4; W01577N.mp4,81; 102; 102
héc-tô-mét vuông (hm2),3,W01578B.mp4; W01578N.mp4; W01578T.mp4,98; 97; 97
héo,1,W01579.mp4,111
hét (giống la),1,W01580.mp4,71
hên/gặp may,1,D0266.mp4,110
hình,1,W01599.mp4,95
hình bình hành,1,W01600.mp4,102
hình chiếu,1,W01602.mp4,89
hình cầu,1,W01601.mp4,108
hình dáng,1,W01603.mp4,82
hình elip,1,W01604.mp4,94
hình học,1,W01605.mp4,116
hình hộp chữ nhật,1,W01606.mp4,117
hình lập phương,1,W01608.mp4,113
hình phạt,1,W01610.mp4,144
hình thang,1,W01612.mp4,114
hình trụ,1,W01616.mp4,151
hình tứ giác,1,W01617.mp4,150
hình vuông,1,W03908.mp4,120
hình vẽ,1,W01618.mp4,127
hòa bình,1,W01634.mp4,144
hòa nhập,1,W01637.mp4,136
hòn bi (giống viên bi),1,W01674B.mp4,97
hòn đá,1,W01661.mp4,130
hóa đơn,1,W00258.mp4,142
hói đầu,1,D0021.mp4,120
hót,1,W01678.mp4,126
hót rác,1,W01662.mp4,125
hót rác (cái hót rác),1,W01679.mp4,117
hôi,1,D0173.mp4,167
hôn,1,W01700.mp4,121
hùng vĩ,1,D0240.mp4,198
hú vía,1,D0070.mp4,113
hút nước,1,W01716.mp4,106
hút thuốc lá,1,W01717.mp4,121
hăm dọa,1,W01050.mp4,257
hăng hái,1,W01569.mp4,84
hơi nước,1,W01706.mp4,167
hướng dẫn,1,W01724.mp4,111
hạn hán,1,W01537.mp4,101
hạt,1,W01562.mp4,108
hạt cườm,1,W01563.mp4,123
hạt lúa,1,W01567.mp4,107
hạt lạc,1,W01566.mp4,101
hạt tiêu,1,W01568.mp4,106
hải sản,1,D0388.mp4,127
hải đảo,1,W01534.mp4,111
hấp,1,D0380.mp4,114
hấp dẫn,1,D0017.mp4,115
hậu quả,1,W01573.mp4,136
hắt hơi,1,W01571.mp4,116
hằng đẳng thức,1,W01570.mp4,103
hẹn,3,D0163B.mp4; D0163N.mp4; D0163T.mp4,132; 105; 105
hệ bài tiết,1,W00076.mp4,151
hệ thống,3,W01582N.mp4; W01582B.mp4; W01582T.mp4,107; 83; 107
họ (2 người) (đại từ),1,D0136.mp4,128
họ (đại từ),1,D0137.mp4,120
họa sỹ,1,W01638.mp4,221
học bổng,1,W01665.mp4,123
học giỏi,1,W01656.mp4,130
học kém,1,W01666.mp4,152
học nhóm,1,W01668.mp4,112
học phí,1,W01669.mp4,112
học sinh Miền Nam,1,W01658.mp4,163
học trung bình,1,W01659.mp4,125
học trò,1,W01671.mp4,118
học tập,1,W01670.mp4,120
họng,1,W01676.mp4,134
họp,3,W01677T.mp4; W01677B.mp4; W01677N.mp4,84; 84; 138
họp nhóm,3,D0452B.mp4; D0452T.mp4; D0452N.mp4,125; 125; 102
hỏi,3,W01672B.mp4; W01672N.mp4; W01672T.mp4,79; 130; 130
hỏi han,1,W01660.mp4,124
hỏi thăm,1,W01673B.mp4,101
hỏng,3,W01675N.mp4; W01675T.mp4; W01675B.mp4,120; 87; 87
hối hận,3,W01692N.mp4; W01692T.mp4; W01692B.mp4,133; 100; 89
hối lộ,1,W01693.mp4,138
hốt hoảng,1,D0236.mp4,114
hồ Hoàn Kiếm,1,W01684.mp4,140
hồ dán,1,W01682.mp4,123
hồ nước,1,W01686.mp4,132
hồi hộp,3,W01690N.mp4; W01690T.mp4; W01690B.mp4,91; 84; 84
hỗn số,1,W01701.mp4,115
hội chứng Đao - Down,1,D0367.mp4,109
hội nghị,1,W01695B.mp4,100
hội thoại,1,D0295.mp4,108
hội thảo,2,W01696.mp4; W01696N.mp4,114; 118
hội trường,1,W01698.mp4,122
hộp,1,W01702.mp4,114
hộp bút,1,W01703.mp4,108
hộp sữa,1,W01704.mp4,128
hợp lí,1,W01708.mp4,134
hợp tác,1,W01709.mp4,98
hợp đồng,2,W01707T.mp4; W01707B.mp4,95; 95
hứa,3,D0165N.mp4; D0165T.mp4; D0165B.mp4,111; 111; 220
hữu nghị,1,D0217.mp4,98
i,1,D0501.mp4,60
in (ấn),1,W01728B.mp4,112
internet,1,D0484.mp4,127
j,1,D0522.mp4,80
k,1,D0502.mp4,65
keo kiệt,1,W01739.mp4,101
khai mạc,1,W01766.mp4,121
khe cửa,1,W01787.mp4,110
khe núi,1,W01788.mp4,123
khen,1,W01789.mp4,108
khen tặng,1,W01791.mp4,100
khiêm tốn,1,W01796.mp4,129
khiêng,1,W01800.mp4,133
khoa học,1,W01804.mp4,122
khoan,1,W01815.mp4,102
khoan (cái khoan),1,W01808.mp4,102
khoan (khoan đã),1,W02217.mp4,88
khoang tàu,1,W01816.mp4,258
khoanh tay,1,W01820.mp4,130
khoe,1,W01822.mp4,101
khoá (cái khóa),1,W01810.mp4,133
khoác tay,1,W01814.mp4,135
khoác vai,1,W01807.mp4,101
khoác áo,1,W01813.mp4,136
khoáng sản,1,D0305.mp4,111
khoảng cách,1,W01809.mp4,108
khoẻ mạnh,1,W01823.mp4,131
khu rừng,1,W01849.mp4,131
khu vườn,1,W01851.mp4,108
khu vực cách ly,1,D0474.mp4,142
khung cửa số,1,W01856.mp4,129
khung thành,1,W01857.mp4,137
khuy,1,W01859.mp4,120
khuyên tai,1,W01860.mp4,102
khuyến khích,1,D0030.mp4,134
khuôn hình,1,W01858.mp4,110
khác,1,W01757.mp4,109
khách,1,W01758.mp4,88
khách mời,1,W01759.mp4,112
khách sạn,1,W01760.mp4,119
khách vip,1,W01761.mp4,109
khám bệnh,1,W01767.mp4,94
khám phá,1,W01768.mp4,102
kháng cự,1,W01770.mp4,89
kháng sinh,1,W01771.mp4,94
khát nước,1,W01774.mp4,98
khát vọng,1,W01775.mp4,119
kháu khỉnh,1,D0280.mp4,119
khâm phục,1,W01783.mp4,121
khâu vá,1,W01784.mp4,119
khéo,1,W01792.mp4,96
khép cửa,1,W01793.mp4,105
khí cầu,1,W01794.mp4,132
khó khăn,2,W01803B.mp4; W01803N.mp4,116; 116
khó tiêu,1,W00562.mp4,99
khóa cửa,1,W01811.mp4,205
khóa quần,1,W01806.mp4,114
khóc,1,W01821.mp4,136
khói,1,W01825.mp4,130
khóm dứa,1,W01826.mp4,165
khô héo,1,W01828.mp4,132
không bình đẳng,1,D0323.mp4,92
không cho,3,D0033B.mp4; D0033T.mp4; D0033N.mp4,111; 125; 125
không có,1,D0112.mp4,207
không có chi,1,D0113.mp4,125
không cần,1,D0034.mp4,104
không dám,3,D0210N.mp4; D0210B.mp4; D0210T.mp4,86; 92; 101
không gian,1,W01833.mp4,162
không hiểu,3,W01840B.mp4; W01840N.mp4; W01840T.mp4,98; 136; 136
không khí,1,W01841.mp4,114
không muốn,3,D0190N.mp4; D0190B.mp4; D0190T.mp4,65; 95; 65
không nghe lời,3,D0031N.mp4; D0031B.mp4; D0031T.mp4,97; 138; 97
không ngon,1,D0198.mp4,70
không nên,3,D0035N.mp4; D0035T.mp4; D0035B.mp4,95; 87; 83
không quen,3,D0109N.mp4; D0109T.mp4; D0109B.mp4,68; 91; 91
không thẳng hàng,1,W01834.mp4,277
không đẹp,3,D0129T.mp4; D0129B.mp4; D0129N.mp4,86; 108; 86
khúc khuỷu,1,W01854.mp4,143
khăn mặt,1,W01777.mp4,110
khăn quàng,1,W01779.mp4,98
khăn quàng đỏ,1,W01780.mp4,105
khả năng,1,D0096.mp4,131
khẩu hiệu,1,W01785.mp4,99
khẩu trang,1,W01786.mp4,115
khắc phục,1,W01776.mp4,122
khỏi bệnh,3,W01824B.mp4; W01824T.mp4; W01824N.mp4,82; 223; 141
khố,1,W01836.mp4,224
khối lượng,1,W01832.mp4,108
khổ,2,W01842N.mp4; W01842.mp4,162; 148
khổ công,1,D0208.mp4,129
khổ thơ,1,W01829.mp4,182
khổng lồ,1,W01835.mp4,110
khớp xương,1,W01847.mp4,109
khờ dại,1,D0100.mp4,137
khởi nghiệp,1,D0325.mp4,102
ki-lô-gam,1,W01864.mp4,113
ki-lô-mét (km),1,W01869.mp4,110
ki-lô-mét vuông (km2),1,W01865.mp4,99
kia,1,D0124.mp4,96
kim,1,W01890.mp4,126
kim cương,1,D0321.mp4,106
kinh nghiệm,3,W01898N.mp4; W01898T.mp4; W01898B.mp4,76; 76; 98
kinh ngạc,1,W01897.mp4,116
kiên quyết,1,W01882.mp4,141
kiên trì (giống: kiên nhẫn),1,W01883.mp4,102
"kiêu (kiêu căng, kiêu xa)",1,W01888.mp4,112
kiếm (cái kiếm),1,W01879.mp4,117
kiến thức,1,W01885.mp4,107
kiến trúc,1,W01886.mp4,111
kiến trúc sư,1,W01887.mp4,114
kiểm tra,3,W01878N.mp4; W01878B.mp4; W01878T.mp4,96; 89; 96
kèn,1,W01735.mp4,119
kém,3,W01738T.mp4; W01738B.mp4; W01738N.mp4,65; 65; 130
kéo,1,W01740.mp4,93
kéo co,1,D0294.mp4,99
kêu,1,W01755.mp4,94
kêu gọi,1,W01756.mp4,202
kì diệu,1,W01861.mp4,113
kì lạ,1,W01862.mp4,105
kí duyệt,1,W01863.mp4,105
kí hiệu,1,W01867.mp4,134
kí tên,3,W01872N.mp4; W01872T.mp4; W01872B.mp4,105; 105; 110
kính,1,W01900.mp4,113
kính hiển vi,1,W01902.mp4,140
kính lão,1,W01903.mp4,118
kính lúp,1,W01904.mp4,147
kính trọng,1,W01906.mp4,142
kẹo,3,W01743N.mp4; W01743T.mp4; W01743B.mp4,61; 61; 102
kẹp,1,W01744.mp4,97
kẹt xe/tắc đường,1,D0185.mp4,101
kẻ cắp,1,W01734.mp4,106
kẻ thù,1,W01737.mp4,134
kết bạn,1,W01750.mp4,99
kết hợp,1,W01751.mp4,97
kết luận,1,D0483.mp4,131
kết quả,3,W01754N.mp4; W01754B.mp4; W01754T.mp4,142; 78; 142
kể chuyện,1,W01746.mp4,107
kỉ luật,1,W01871.mp4,116
kỉ niệm,3,W01866T.mp4; W01866N.mp4; W01866B.mp4,127; 127; 92
kịch,1,W01035.mp4,101
kịch bản,1,W01876.mp4,128
kịch câm,1,W01036.mp4,75
kịp thời,1,D0068.mp4,116
kỹ năng,1,D0097.mp4,116
l,1,D0503.mp4,67
la bàn,1,W01909.mp4,125
la hét,1,W01910.mp4,130
lang thang,1,W01930.mp4,113
lao phổi,1,W01944.mp4,132
lau chùi,1,W01948.mp4,112
lau khô,1,W01949.mp4,133
lau miệng,1,D0228.mp4,126
lau nhà,1,W01950.mp4,120
leo trèo,1,W01973.mp4,116
linh hồn,1,W02010.mp4,125
liên hoan,3,W01998B.mp4; W01998N.mp4; W01998T.mp4,102; 89; 102
liên kết,1,W01999.mp4,152
liên lạc,3,W02000B.mp4; W02000N.mp4; W02000T.mp4,101; 100; 126
liên quan,3,W02001T.mp4; W02001B.mp4; W02001N.mp4,131; 98; 131
liên tục,1,W02002.mp4,105
liếc nhìn,3,D0272B.mp4; D0272T.mp4; D0272N.mp4,96; 96; 79
liền sau,1,W02003.mp4,110
liền trước,1,W02004.mp4,119
liều lĩnh,1,W02006.mp4,114
liều mình,1,W02008.mp4,132
liệt (liệt tay chân),1,W02005.mp4,95
lo sợ,1,W02016.mp4,108
loa,1,W02021.mp4,98
lon bia,1,W02026.mp4,100
long lanh (mắt),1,D0269.mp4,130
loài vật,3,W02024N.mp4; W02024T.mp4; W02024B.mp4,92; 92; 78
loạn thị,1,W02025.mp4,98
lung tung,3,D0020N.mp4; D0020B.mp4; D0020T.mp4,90; 131; 257
luyện tập,1,W02074.mp4,126
luyện từ và câu,1,W02075.mp4,119
luân phiên,2,W00638.mp4; W00638N.mp4,69; 103
luật chơi,3,W02064T.mp4; W02064N.mp4; W02064B.mp4,115; 112; 115
luật lệ,1,W02065.mp4,111
luộc,1,D0375.mp4,89
luộc rau,1,D0455.mp4,156
là gì?,3,W01911N.mp4; W01911B.mp4; W01911T.mp4,92; 97; 92
làm bài tập,2,W01924N.mp4; W01924.mp4,89; 125
làm quen,1,W01925B.mp4,80
làm ruộng,1,W01926.mp4,98
làm việc,1,W01928.mp4,97
làm được,1,D0438.mp4,100
làn sóng,1,W01932.mp4,113
làng gốm Bát Tràng,1,W00173.mp4,131
làng xóm,1,W01939.mp4,140
lá cây,2,W01912N.mp4; W01912B.mp4,144; 92
lá thư,1,W01913.mp4,130
lái tàu hỏa,3,W01920B.mp4; W01920N.mp4; W01920T.mp4,98; 90; 90
lâu,2,D0167.mp4; D0167B.mp4,125; 241
lây bệnh,1,W01966.mp4,105
lây nhiễm,1,W01967.mp4,101
lãng phí,1,D0314.mp4,108
lãnh đạo,1,W01942.mp4,144
lão già,1,W01947.mp4,129
lên ngôi,1,W01987.mp4,119
lên xe,1,W01989.mp4,129
lên đường,1,W01986.mp4,76
lí do,1,W01992.mp4,110
lò xo,1,W02018.mp4,130
lông,1,W02039.mp4,116
lông gà,1,W02040.mp4,120
lùi bước,1,W02070.mp4,122
lúa,1,W02060.mp4,114
lúc nào,3,W02066N.mp4; W02066T.mp4; W02066B.mp4,107; 107; 105
lúng túng,1,W02071.mp4,126
lý do,1,D0296.mp4,89
lăng Bác Hồ,1,W01953.mp4,127
lĩnh hội,1,W02011.mp4,125
lĩnh vực,3,W02012B.mp4; W02012N.mp4; W02012T.mp4,79; 120; 120
lũ quét,1,W02059.mp4,124
lũy tre,1,W02073.mp4,122
lơ lửng,1,W02046.mp4,125
lưu,1,W00155.mp4,72
lưu ý,1,W02098.mp4,142
lương thực,1,W02090.mp4,118
lưới,1,W02083.mp4,121
lướt ván,1,W02091.mp4,130
lười,3,W02078T.mp4; W02078B.mp4; W02078N.mp4,122; 93; 122
lười học,3,W02079N.mp4; W02079T.mp4; W02079B.mp4,140; 140; 105
lưỡi,1,W02080.mp4,115
lưỡi câu,1,W02081.mp4,286
lược,1,W02077.mp4,91
lượm,1,W02084.mp4,90
lượt về (trong thể thao),1,D0328.mp4,119
lượt đi,1,D0327.mp4,109
lạc quan,1,W01915.mp4,138
lạnh lùng,3,D0270N.mp4; D0270T.mp4; D0270B.mp4,107; 108; 108
lấm lem,1,D0341.mp4,109
lấy,1,W01970.mp4,106
lầu (tầng),1,W01964.mp4,119
lẩu,1,D0377.mp4,106
lẫn lộn,1,W01962.mp4,106
lắc đầu,1,W01951.mp4,102
lắng nghe,1,W01955.mp4,102
lắp ráp,1,W01960.mp4,125
lặn,1,W01956.mp4,143
lặng lẽ,1,W01957.mp4,155
lều trại,1,W01991.mp4,126
lễ Halloween 31/10,3,D0048T.mp4; D0048B.mp4; D0048N.mp4,191; 191; 116
lễ Nô-en,3,W01979T.mp4; W01979N.mp4; W01979B.mp4,133; 107; 130
lễ bế giảng,2,W01977.mp4; W01977B.mp4,130; 177
lễ hội,3,W01978N.mp4; W01978B.mp4; W01978T.mp4,85; 103; 103
lễ hội hóa trang,3,W01982N.mp4; W01982T.mp4; W01982B.mp4,115; 142; 142
lễ phép,1,W01983.mp4,108
lễ vật,1,W01984.mp4,98
lọ hoa,1,W02019.mp4,144
lọ mực,1,W02020.mp4,85
lọng,1,W02032.mp4,132
lốc xoáy,1,D0431.mp4,121
lối đi,1,W02037.mp4,111
lồng bàn,1,W02041.mp4,116
lồng chim,1,W02042.mp4,129
lồng tiếng,1,W02043.mp4,223
lỗi chính tả,1,W02035.mp4,126
lỗi lầm,1,W02036.mp4,114
lớn hơn 1 (Toán học),1,D0297.mp4,113
lớn hơn 2 (Toán học),1,D0298.mp4,85
lớp,1,W02052.mp4,115
lớp phó,1,W02055.mp4,113
lớp trưởng,1,W02057.mp4,107
lời giải,1,W02047.mp4,102
lời nói,1,W02048.mp4,115
lợi ích,1,W02049.mp4,117
lục giác,1,W02068.mp4,106
lục địa,1,W02067.mp4,137
lửa,1,W02076.mp4,83
lựu,1,W02099.mp4,121
lựu đạn,1,W02100.mp4,109
m,1,D0504.mp4,95
ma,1,W02104.mp4,101
ma cà rồng,1,W02105.mp4,133
ma quỷ,1,W02106.mp4,99
ma sát,1,W02107.mp4,101
ma túy,1,W02108.mp4,117
may mắn,1,D0102.mp4,150
mi-li-mét (mm),1,W02208.mp4,111
minh hoạ,1,W02215.mp4,112
miêu tả,1,W02214.mp4,110
miến,1,D0394.mp4,119
miền Bắc Việt Nam,1,W02211.mp4,112
miền Nam Việt Nam,1,W02212.mp4,120
mua bán,1,W02266.mp4,114
mua vé,1,W02267.mp4,105
mui xe,1,W02280.mp4,135
muối,1,D0456.mp4,122
muối i-ốt,1,W01725.mp4,62
muốn,3,W02221N.mp4; W02221T.mp4; W02221B.mp4,112; 112; 128
muốn không?,3,D0189T.mp4; D0189N.mp4; D0189B.mp4,80; 80; 108
muộn,1,W02281.mp4,108
màn,3,W02120N.mp4; W02120B.mp4; W02120T.mp4,109; 100; 133
màu cam,1,W02132.mp4,94
màu nhiệm,1,W02138.mp4,128
màu nâu,3,W02137N.mp4; W02137T.mp4; W02137B.mp4,114; 114; 101
màu trắng,3,W02140N.mp4; W02140B.mp4; W02140T.mp4,88; 82; 88
màu xanh da trời,3,W02142N.mp4; W02142B.mp4; W02142T.mp4,85; 87; 112
màu xanh lá cây,3,W02143B.mp4; W02143T.mp4; W02143N.mp4,98; 110; 115
màu đen,1,W02133B.mp4,140
màu đỏ,1,W02134.mp4,91
má,1,W02144.mp4,114
má (giống: mẹ),1,W02110.mp4,108
má hồng,1,D0200.mp4,140
mách,3,D0065B.mp4; D0065T.mp4; D0065N.mp4,126; 111; 111
mái chèo,1,W02116.mp4,122
mái hiên,1,W02117.mp4,141
mái nhà,1,W02118.mp4,149
mái tóc,1,W02119.mp4,125
mái vòm,1,W03859.mp4,143
máy bơm,1,W02146.mp4,130
máy chiếu,1,W02147.mp4,109
máy in,3,W02148B.mp4; W02148T.mp4; W02148N.mp4,118; 121; 121
máy khâu,1,W02149.mp4,118
máy quay,1,W02150.mp4,142
máy tính (laptop),1,W02151.mp4,94
máy tính bỏ túi,1,W02152.mp4,115
máy vi tính,1,W00732.mp4,173
máy xúc,1,D0318.mp4,99
máy ảnh,1,W02145.mp4,122
mâm cơm,1,W02177.mp4,155
mâm ngũ quả,3,W02178T.mp4; W02178B.mp4; W02178N.mp4,112; 91; 112
mây,1,W02195.mp4,121
mã vạch,1,W02109.mp4,115
mèo cào,1,D0230.mp4,94
mét (m),1,W02197.mp4,93
mét khối (m3),1,W02198.mp4,95
mét vuông (m2),1,W02199.mp4,114
mê say (như: say mê),1,W02202.mp4,131
mê tín,1,W02203.mp4,140
mênh mông,1,W02205.mp4,114
mía,1,D0399.mp4,138
mít tinh,1,D0204.mp4,229
móc áo,1,W02218.mp4,118
móng chân,1,W02223.mp4,110
móng tay,1,W02225.mp4,121
móng vuốt,1,W02226.mp4,138
mô hình,1,W02227.mp4,130
mô tả,1,D0426.mp4,125
môi,1,W02235.mp4,120
môi trường,1,W02236.mp4,116
môn Giáo dục công dân,1,W02240N.mp4,94
môn Giáo dục thể chất,1,W02241.mp4,120
môn Khoa học,1,W02242.mp4,105
môn Kĩ thuật,4,W02243B.mp4; W02243T.mp4; W02243.mp4; W02243N.mp4,116; 103; 103; 103
môn Lịch sử,3,W02244T.mp4; W02244N.mp4; W02244B.mp4,85; 85; 142
môn Mĩ thuật,1,W02245.mp4,130
môn Ngoại ngữ,1,W02246.mp4,121
môn Sinh học,1,W02247.mp4,134
môn Tin học và Công nghệ,1,W02249.mp4,111
môn Tiếng Việt,1,W02248.mp4,123
môn Toán,1,W02250.mp4,117
môn Tự nhiên và Xã hội,1,W02251.mp4,136
môn Âm nhạc,1,W02238.mp4,137
môn Đạo đức,3,W02239N.mp4; W02239T.mp4; W02239B.mp4,83; 113; 113
môn Địa lý,3,W04066N.mp4; W04066B.mp4; W04066T.mp4,84; 128; 84
mõm,1,W02220.mp4,114
mù chữ,1,D0038.mp4,144
mùa hè,3,W02270N.mp4; W02270T.mp4; W02270B.mp4,66; 113; 105
mùa thu,1,W02271.mp4,127
mùa xuân,3,W02272N.mp4; W02272T.mp4; W02272B.mp4,119; 119; 154
mùa đông,1,W02269.mp4,114
múa,1,W02276.mp4,132
múa lân,1,W02277.mp4,99
múa rối,1,W02273.mp4,112
múa sạp,1,W02278.mp4,138
măng,1,W02162.mp4,120
mĩ thuật,1,W02209.mp4,103
mũ,1,W02275.mp4,90
mũ lưỡi trai,1,W02265.mp4,111
mũi tên,1,D0219.mp4,129
mũm mĩm,1,D0427.mp4,125
mơ ngủ,1,W02255.mp4,100
mơ ước,1,W02256.mp4,80
mưa phùn,1,W02282.mp4,111
mạch lạc,1,W02112.mp4,152
mạch máu,1,W02113.mp4,146
mạng lưới,1,W02125.mp4,157
mạnh bạo (giống: mạnh dạn),1,W02129.mp4,126
mạnh mẽ,1,W02131.mp4,113
mất (chết) (chỉ người),1,D0252.mp4,112
mất ngủ,1,W02182.mp4,102
mất trí,1,W02183.mp4,119
mấy giờ?,1,W02196.mp4,127
mầm cây,1,W02180.mp4,100
mầm non,1,W02181.mp4,111
mẫu số,1,W02191.mp4,135
mẫu số bé,1,W02192.mp4,68
mẫu số chung,1,W02193.mp4,153
mẫu số lớn,1,W02194.mp4,120
mật khẩu,3,W02187N.mp4; W02187B.mp4; W02187T.mp4,86; 103; 164
mật ong,1,W02189.mp4,115
mắc áo,1,W02155.mp4,91
mắm,1,W02161.mp4,110
mắng,3,W02164B.mp4; W02164T.mp4; W02164N.mp4,113; 110; 67
mặc,1,W02156.mp4,100
mặc kệ,1,W02159.mp4,114
mặc quần áo,1,W02160.mp4,109
mặt,1,W02166.mp4,130
mặt dài,1,W02175.mp4,106
mặt nạ,1,W02173.mp4,107
mặt vuông,1,W02172.mp4,95
mặt đất,1,W02171.mp4,121
mềm mại,1,W02204.mp4,129
mệt không?,1,D0370.mp4,72
mệt mỏi,1,D0369.mp4,183
mọc ria mép,1,D0283.mp4,76
mọc râu,1,D0282.mp4,101
mọc tóc,1,D0281.mp4,79
mồ côi,1,W02229.mp4,97
mồ côi cha mẹ,1,W02230.mp4,97
mồ hôi,1,W02231.mp4,130
mồ hôi nhễ nhại,1,D0197.mp4,161
mỗi,1,W02237.mp4,102
mỗi ngày,3,D0169B.mp4; D0169N.mp4; D0169T.mp4,116; 116; 117
mộc nhĩ,1,W02234.mp4,113
một cặp,1,W02252.mp4,94
một là,1,D0146.mp4,115
một mình,1,W02254.mp4,99
một tiếng,3,D0410N.mp4; D0410T.mp4; D0410B.mp4,84; 84; 128
một tiết học,1,D0409.mp4,122
một ít/ một chút,1,D0184.mp4,244
một đôi,1,W02253.mp4,94
mớ rau,1,W02262.mp4,129
mới,3,W02264N.mp4; W02264T.mp4; W02264B.mp4,70; 71; 107
mời,1,W02263.mp4,123
mở,1,W02257.mp4,110
mở cửa,1,W02258.mp4,122
mở màn,1,W02260.mp4,131
mở rộng,1,W02261.mp4,121
mở đầu,1,W02259.mp4,108
mục lục,1,W02279.mp4,102
mục tiêu,1,D0422.mp4,135
mục đích,1,W03355.mp4,92
mứt,1,W02283.mp4,102
mỳ tôm,3,D0080B.mp4; D0080T.mp4; D0080N.mp4,104; 94; 94
mỳ vằn thắn,1,D0081B.mp4,118
mỳ ý,3,D0082B.mp4; D0082N.mp4; D0082T.mp4,111; 96; 96
n,1,D0505.mp4,76
nghe,1,W02353.mp4,132
nghi ngờ,3,W02359B.mp4; W02359N.mp4; W02359T.mp4,112; 110; 110
nghiêm khắc,3,W02373B.mp4; W02373T.mp4; W02373N.mp4,90; 89; 89
nghiêm túc,1,W02374.mp4,141
nghiên cứu,1,W02367.mp4,123
nghiến răng,1,W02375.mp4,153
nghé,3,W02354N.mp4; W02354B.mp4; W02354T.mp4,76; 124; 76
nghênh nghênh (đầu),1,D0459.mp4,129
nghĩ,1,W02368.mp4,125
nghĩa bóng,1,W02370.mp4,125
nghĩa trang,1,W02371.mp4,107
nghĩa đen,1,W02366.mp4,114
nghẹn ngào,1,W02355.mp4,153
nghệ sĩ,1,W02356.mp4,103
nghệ thuật,3,W02357T.mp4; W02357B.mp4; W02357N.mp4,75; 110; 75
nghỉ hè,3,W02360B.mp4; W02360N.mp4; W02360T.mp4,134; 85; 117
nghỉ hưu,1,W02362.mp4,133
nghỉ học,3,W02361B.mp4; W02361N.mp4; W02361T.mp4,100; 80; 100
nghỉ mát,1,W02363.mp4,135
nghỉ ngơi,1,W02364.mp4,136
nghị lực,1,W02369.mp4,109
ngoan ngoãn,1,W02381.mp4,148
ngon giấc,1,W02388.mp4,158
ngon miệng,1,W02390.mp4,110
ngoại hình,1,W02378.mp4,119
ngoắc tay,1,W02382.mp4,125
ngoằn ngoèo,1,W02385.mp4,148
ngoặc kép,1,W02384.mp4,137
ngoặc đơn,1,W02383.mp4,129
nguy hiểm,3,W02405T.mp4; W02405B.mp4; W02405N.mp4,115; 103; 115
nguyên nhân,1,W02407B.mp4,101
nguyện vọng,1,W02418.mp4,143
nguệch ngoạc,1,W02403.mp4,105
nguồn gốc,1,W02404.mp4,101
nguội,1,D0383.mp4,142
ngà voi,1,W02324.mp4,114
ngành nghề,1,W02333.mp4,125
ngày Giải phóng miền Nam 30/4,3,D0044T.mp4; D0044B.mp4; D0044N.mp4,131; 131; 154
ngày Ngôn ngữ kí hiệu Quốc tế 23/9,3,D0052B.mp4; D0052N.mp4; D0052T.mp4,107; 140; 107
ngày Người khuyết tật Thế giới 3/12,3,D0046N.mp4; D0046T.mp4; D0046B.mp4,124; 142; 187
ngày Người khuyết tật Việt Nam 18/4,3,D0045B.mp4; D0045N.mp4; D0045T.mp4,119; 150; 149
ngày Nhà giáo Việt nam,2,W02328N.mp4; W02328T.mp4,116; 190
ngày Phụ nữ Việt Nam 20/10,3,D0049T.mp4; D0049N.mp4; D0049B.mp4,145; 170; 104
ngày Quốc tế Lao động,3,W02337B.mp4; W02337N.mp4; W02337T.mp4,144; 179; 173
ngày Quốc tế phụ nữ 8/3,3,D0042N.mp4; D0042B.mp4; D0042T.mp4,131; 139; 140
ngày của Cha,3,D0055B.mp4; D0055T.mp4; D0055N.mp4,149; 149; 145
ngày của Mẹ,3,D0054T.mp4; D0054B.mp4; D0054N.mp4,137; 137; 144
ngày gia đình Việt Nam 28/6,3,D0056B.mp4; D0056N.mp4; D0056T.mp4,162; 148; 199
ngày giải phóng thủ đô 10/10,3,D0043N.mp4; D0043T.mp4; D0043B.mp4,140; 165; 165
ngày giỗ tổ Hùng Vương (âm lịch 10/3),3,D0051T.mp4; D0051B.mp4; D0051N.mp4,155; 155; 144
ngày khai trường,1,W02327B.mp4,144
ngày nay,3,W02336B.mp4; W02336T.mp4; W02336N.mp4,123; 75; 103
ngày sinh,3,W02338N.mp4; W02338B.mp4; W02338T.mp4,68; 130; 137
ngày thành lập quân đội nhân dân Việt Nam,3,D0058T.mp4; D0058B.mp4; D0058N.mp4,147; 147; 159
