STT,VIDEO,TEXT
1557,W00763.mp4,con gián
1558,W00764.mp4,con hoẵng
1559,W00758T.mp4,con ếch
1560,W00767.mp4,con khỉ
1561,W00761.mp4,con gấu
1562,W00768B.mp4,con kiến
1563,W00768N.mp4,con kiến
1564,W00768T.mp4,con kiến
1565,W00770B.mp4,con lợn (con heo)
1566,W00770N.mp4,con lợn (con heo)
1567,W00770T.mp4,con lợn (con heo)
1568,W00771.mp4,con lươn
1569,W00772N.mp4,con mèo
1570,W00772B.mp4,con mèo
1571,W00773B.mp4,con muỗi
1572,W00772T.mp4,con mèo
1573,W00773N.mp4,con muỗi
1574,W00773T.mp4,con muỗi
1575,W00774.mp4,con mực
1576,W00775.mp4,con nai
1577,W00776.mp4,con ngỗng
1578,W00777N.mp4,con người
1579,W00777T.mp4,con người
1580,W00778B.mp4,con ngựa
1581,W00778N.mp4,con ngựa
1582,W00778T.mp4,con ngựa
1583,W00777B.mp4,con người
1584,W00780B.mp4,con nuôi
1585,W00779.mp4,con nhím
1586,W00780N.mp4,con nuôi
1587,W00781T.mp4,con ong
1588,W00782.mp4,con ốc
1589,W00780T.mp4,con nuôi
1590,W00783.mp4,con quạ
1591,W00784.mp4,con rắn
1592,W00781N.mp4,con ong
1593,W00786.mp4,con ruồi
1594,W00785.mp4,con rối
1595,W00787N.mp4,con rùa
1596,W00789.mp4,con sò
1597,W00788.mp4,con sâu
1598,W00790.mp4,con sóc
1599,W00791.mp4,con sói
1600,W00792.mp4,con sông
1601,W00794N.mp4,con sư tử
1602,W00794T.mp4,con sư tử
1603,W00796.mp4,con thỏ
1604,W00793.mp4,con số
1605,W00797N.mp4,con tôm
1606,W00795.mp4,con tem
1607,W00797T.mp4,con tôm
1608,W00797B.mp4,con tôm
1609,W00799.mp4,con trăn
1610,W00801.mp4,con vẹt
1611,W00800.mp4,con trỏ
1612,W00802.mp4,con vịt
1613,W00803B.mp4,con voi
1614,W00803N.mp4,con voi
1615,W00803T.mp4,con voi
1616,W00798.mp4,con trai (động vật)
1617,W00806.mp4,còng
1618,W00807.mp4,cõng
1619,W00804.mp4,cong
1620,W00805.mp4,còng (cái còng)
1621,W00811.mp4,cô đơn
1622,W00812B.mp4,cô giáo
1623,W00812T.mp4,cô giáo
1624,W00812N.mp4,cô giáo
1625,W00815.mp4,cổ áo
1626,W00814.mp4,cổ
1627,W00816.mp4,cổ chân
1628,W00817.mp4,cổ đại
1629,W00818.mp4,cổ họng
1630,W00819.mp4,cổ kính
1631,W00820B.mp4,cố gắng
1632,W00820T.mp4,cố gắng
1633,W00822.mp4,cổ tay
1634,W00823.mp4,cổ truyền
1635,W00824.mp4,cổ vũ
1636,W00825N.mp4,cổng trường
1637,W00825T.mp4,cổng trường
1638,W00809.mp4,cô dâu
1639,W00827.mp4,cố định
1640,W00826.mp4,cỗ
1641,W00831.mp4,cố ý (như cố tình)
1642,W00832.mp4,cốc
1643,W00833.mp4,cối giã
1644,W00834.mp4,cối xay gió
1645,W00835.mp4,cối xay lúa
1646,W00836.mp4,cốm
1647,W00837.mp4,côn trùng
1648,W00838.mp4,công bằng
1649,W00830.mp4,cổ tích
1650,W00839.mp4,công chúa
1651,W00829.mp4,Cô-lôm-bi-a (nước Cô-lôm-bi-a)
1652,W00843.mp4,công nhận
1653,W00844.mp4,công sức
1654,W00845.mp4,công tắc
1655,W00846.mp4,công thức
1656,W00848B.mp4,công trường
1657,W00849.mp4,công ước
1658,W00840.mp4,công cộng
1659,W00841.mp4,công cụ
1660,W00850N.mp4,công viên
1661,W00850T.mp4,công viên
1662,W00851.mp4,công việc
1663,W00852.mp4,Paris
1664,W00854.mp4,cổng
1665,W00856.mp4,cống
1666,W00857B.mp4,cộng (Toán học)
1667,W00857N.mp4,cộng (Toán học)
1668,W00857T.mp4,cộng (Toán học)
1669,W00858.mp4,Cộng Hòa Séc (nước Cộng Hòa Séc)
1670,W00859.mp4,cốp xe
1671,W00862.mp4,cột đèn
1672,W00861.mp4,cột
1673,W00863B.mp4,cột điện
1674,W00863N.mp4,cột điện
1675,W00863T.mp4,cột điện
1676,W00865.mp4,cột nhà
1677,W00866.mp4,cột sống
1678,W00867.mp4,cơ bắp
1679,W00868N.mp4,cơ hội
1680,W00868B.mp4,cơ hội
1681,W00868T.mp4,cơ hội
1682,W00850B.mp4,công viên
1683,W00870.mp4,cơ quan
1684,W00872.mp4,cơ thể
1685,W00871.mp4,cơ sở
1686,W00876.mp4,cởi áo
1687,W00878.mp4,cờ
1688,W00877.mp4,cơm hộp
1689,W00880.mp4,cờ ca rô
1690,W00881.mp4,cờ tướng
1691,W00882.mp4,cờ vua
1692,W00883.mp4,cởi mở
1693,W00884.mp4,cơm
1694,W00885B.mp4,cơm bình dân
1695,W00885N.mp4,cơm bình dân
1696,W00885T.mp4,cơm bình dân
1697,W00887.mp4,Cu ba (nước Cu ba)
1698,W00889.mp4,củ đậu
1699,W00892.mp4,củ từ
1700,W00890.mp4,củ khoai lang
1701,W00893.mp4,cụ thể
1702,W00894.mp4,cúc áo
1703,W00895.mp4,cúi
1704,W00899.mp4,cuống hoa
1705,W00900.mp4,cù
1706,W00901.mp4,củ cà rốt
1707,W00902.mp4,củ cải trắng
1708,W00905.mp4,củ khoai tây
1709,W00906.mp4,củ nghệ
1710,W00907.mp4,củ su hào
1711,W00903.mp4,củ gừng
1712,W00904.mp4,củ hành tây
1713,W00910.mp4,cụ
1714,W00908.mp4,củ tỏi
1715,W00909.mp4,củ sả
1716,W00912.mp4,cụ già
1717,W00914.mp4,cục tẩy
1718,W00916.mp4,củi
1719,W00915.mp4,cùi chỏ
1720,W00918.mp4,cụm từ
1721,W00922.mp4,cuộc đời
1722,W00924.mp4,cuốn
1723,W00925.mp4,cuộn giấy vệ sinh
1724,W00926.mp4,cuống lá
1725,W00929.mp4,cử chỉ điệu bộ
1726,W00911.mp4,cụ đồ
1727,W00923.mp4,cuộc sống
1728,W00932.mp4,cưa
1729,W00935B.mp4,cửa hàng
1730,W00935N.mp4,cửa hàng
1731,W00935T.mp4,cửa hàng
1732,W00930.mp4,cử động
1733,W00936.mp4,cửa khẩu
1734,W00937.mp4,cửa kính
1735,W00939.mp4,cửa sổ
1736,W00942.mp4,yên ngựa
1737,W00943B.mp4,cướp
1738,W00943N.mp4,cướp
1739,W00943T.mp4,cướp
1740,W00931.mp4,cưa (cái cưa)
1741,W00945.mp4,cướp cờ
1742,W00946.mp4,cướp giật
1743,W00947.mp4,cứu
1744,W00941.mp4,cưỡi ngựa
1745,W00951.mp4,dai
1746,W00952.mp4,dài
1747,W00953.mp4,dài hạn
1748,W00954.mp4,dài hơn
1749,W00944.mp4,cướp biển
1750,W00958.mp4,dải phân cách
1751,W00959.mp4,dàn bài
1752,W00960.mp4,dàn nhạc
1753,W00963.mp4,danh bạ
1754,W00964.mp4,danh dự
1755,W00948.mp4,cứu hộ
1756,W00965.mp4,danh hiệu
1757,W00967.mp4,danh mục
1758,W00968.mp4,danh nhân
1759,W00969.mp4,danh sách
1760,W00970.mp4,danh từ
1761,W00971.mp4,danh từ riêng
1762,W00972.mp4,dán
1763,W00955.mp4,dài nhất
1764,W00975.mp4,dãy nhà
1765,W00976.mp4,dãy núi
1766,W00977.mp4,dãy số
1767,W00978.mp4,dãy số liệu
1768,W00979.mp4,dạy
1769,W00966.mp4,danh lam thắng cảnh
1770,W00980.mp4,dặn dò
1771,W00981.mp4,dắt
1772,W00982.mp4,dân ca
1773,W00983.mp4,dân chài
1774,W00985.mp4,gian lận
1775,W00987.mp4,dân số
1776,W00988B.mp4,dân tộc
1777,W00988N.mp4,dân tộc
1778,W00988T.mp4,dân tộc
1779,W00989B.mp4,dân tộc thiểu số
1780,W00989N.mp4,dân tộc thiểu số
1781,W00989T.mp4,dân tộc thiểu số
1782,W00990.mp4,dẫn chương trình
1783,W00973.mp4,dao
1784,W00991.mp4,dẫn chứng
1785,W00993.mp4,dầu ăn
1786,W00995.mp4,dầu hoả
1787,W00996.mp4,dầu khí
1788,W00992.mp4,dập
1789,W00994.mp4,dầu gội đầu
1790,W00998.mp4,dấu bằng
1791,W01001.mp4,dấu chấm
1792,W01002.mp4,dấu chấm hỏi
1793,W01003.mp4,dấu chấm than
1794,W01004.mp4,dấu chia
1795,W01005.mp4,dấu gạch ngang
1796,W00997.mp4,dầu mỏ
1797,W01008.mp4,bắt buộc
1798,W01009.mp4,dấu ngoặc đơn
1799,W01006.mp4,dấu hai chấm
1800,W01011.mp4,dấu phẩy
1801,W01010.mp4,dấu nhân
1802,W01016B.mp4,dây điện
1803,W01015.mp4,dây chun
1804,W01016N.mp4,dây điện
1805,W01016T.mp4,dây điện
1806,W01018.mp4,dây thừng
1807,W01017.mp4,dây thần kinh
1808,W01019.mp4,dây xích
1809,W01021.mp4,dẻo
1810,W01022B.mp4,dép quai hậu
1811,W01022N.mp4,dép quai hậu
1812,W01022T.mp4,dép quai hậu
1813,W01024.mp4,dê con
1814,W01025.mp4,dê mẹ
1815,W01026.mp4,dễ chịu
1816,W01027.mp4,dễ thương
1817,W01028.mp4,dệt
1818,W01032B.mp4,di truyền
1819,W01032N.mp4,di truyền
1820,W01032T.mp4,di truyền
1821,W01033B.mp4,dịch vụ
1822,W01033N.mp4,dịch vụ
1823,W01014.mp4,dây buộc tóc
1824,W01029.mp4,di chuyển
1825,W01035.mp4,kịch
1826,W01036.mp4,kịch câm
1827,W01038.mp4,diễn thuyết
1828,W01033T.mp4,dịch vụ
1829,W01040.mp4,diện tích toàn phần
1830,W01041.mp4,diện tích xung quanh
1831,W01042.mp4,diệt chủng
1832,W01043.mp4,xịt côn trùng
1833,W01034.mp4,diêm
1834,W01044.mp4,diều
1835,W01046.mp4,Dinh Độc Lập
1836,W01051.mp4,doanh nghiệp
1837,W01050.mp4,hăm dọa
1838,W01054.mp4,dọc
1839,W01053.mp4,doanh trại
1840,W01055.mp4,dòng chữ
1841,W01056.mp4,dòng họ
1842,W01058.mp4,dòng sông
1843,W01060.mp4,dốc
1844,W01062.mp4,du học
1845,W01061.mp4,dốt
1846,W01064.mp4,du thuyền
1847,W01068.mp4,dũng cảm
1848,W01070.mp4,duyên dáng
1849,W01069.mp4,dụng cụ
1850,W01071.mp4,duyệt binh
1851,W01075B.mp4,nhà nước
1852,W01075T.mp4,nhà nước
1853,W01039.mp4,diện tích
1854,W01078.mp4,đá bóng
1855,W01079.mp4,pháo đài
1856,W01075N.mp4,nhà nước
1857,W01082B.mp4,đại diện
1858,W01076.mp4,dựng phim
1859,W01082T.mp4,đại diện
1860,W01082N.mp4,đại diện
1861,W01080.mp4,đài sen
1862,W01083.mp4,đại dương
1863,W01085.mp4,đại số
1864,W01088.mp4,đại tướng
1865,W01089.mp4,đại úy
1866,W01092.mp4,đảm nhiệm
1867,W01086.mp4,đại tá
1868,W01093.mp4,đám ma
1869,W01096.mp4,đàn xê lô đại vĩ cầm
1870,W01094.mp4,đám mây
1871,W01095.mp4,đan
1872,W01100.mp4,đàn ghi ta
1873,W01098.mp4,đàn bầu
1874,W01101.mp4,đàn kiến
1875,W01103.mp4,đàn tơ-rưng
1876,W01104.mp4,đàng ngoài
1877,W01105.mp4,đàng trong
1878,W01106.mp4,đáng quý
1879,W01107.mp4,đánh
1880,W01108.mp4,đánh bắt
1881,W01110.mp4,đánh giá
1882,W01112.mp4,đánh răng
1883,W01113.mp4,đánh trống
1884,W01115.mp4,đào tạo
1885,W01116.mp4,đảo
1886,W01117.mp4,đảo Lý Sơn
1887,W01118.mp4,đảo Phú Quốc
1888,W01122.mp4,đặc biệt
1889,W01122B.mp4,đặc biệt
1890,W01122N.mp4,đặc biệt
1891,W01099.mp4,đàn bướm
1892,W01124.mp4,đặc điểm
1893,W01125.mp4,Đắk Lắk
1894,W01126.mp4,đăng ký
1895,W01127.mp4,đăng nhập
1896,W01128.mp4,đằng sau
1897,W01129.mp4,đằng trước
1898,W01114.mp4,đạn
1899,W01131.mp4,đắt đỏ
1900,W01132.mp4,đặt
1901,W01122T.mp4,đặc biệt
1902,W01135.mp4,đất
1903,W01137.mp4,đất màu mỡ
1904,W01138.mp4,đất nặn
1905,W01140.mp4,đất trồng cây
1906,W01141.mp4,đầu gối
1907,W01142.mp4,đầu hàng
1908,W01143.mp4,đầu tàu
1909,W01144.mp4,đầu tiên
1910,W01145.mp4,đầu xuôi đuôi lọt
1911,W01146.mp4,đấu tranh
1912,W01148.mp4,đấu vật
1913,W01130.mp4,Đặng Văn Ngữ
1914,W01149.mp4,đầy
1915,W01150.mp4,đầy đủ
1916,W01151.mp4,đầy tớ
1917,W01134.mp4,đập
1918,W01152.mp4,đẩy
1919,W01153B.mp4,đen láy (như đen nhánh)
1920,W01153N.mp4,đen láy (như đen nhánh)
1921,W01154B.mp4,đèn báo giao thông
1922,W01154N.mp4,đèn báo giao thông
1923,W01154T.mp4,đèn báo giao thông
1924,W01155B.mp4,đèn điện
1925,W01153T.mp4,đen láy (như đen nhánh)
1926,W01156.mp4,đèn đỏ
1927,W01158.mp4,đèn lồng
1928,W01155N.mp4,đèn điện
1929,W01155T.mp4,đèn điện
1930,W01159B.mp4,đèn pin
1931,W01159N.mp4,đèn pin
1932,W01161N.mp4,đèn vàng
1933,W01161B.mp4,đèn vàng
1934,W01161T.mp4,đèn vàng
1935,W01162B.mp4,đèn xanh
1936,W01162N.mp4,đèn xanh
1937,W01159T.mp4,đèn pin
1938,W01165B.mp4,đèo Hải Vân
1939,W01165N.mp4,đèo Hải Vân
1940,W01162T.mp4,đèn xanh
1941,W01165T.mp4,đèo Hải Vân
1942,W01164.mp4,đeo kính
1943,W01166.mp4,đèo
1944,W01170.mp4,đẹp đẽ (như đẹp)
1945,W01172.mp4,đẹp mê hồn
1946,W01173.mp4,để (đặt)
1947,W01175.mp4,đề-ca-mét (dam)
1948,W01176.mp4,đề-ca-mét vuông (dam2)
1949,W01177B.mp4,đề nghị
1950,W01177N.mp4,đề nghị
1951,W01177T.mp4,đề nghị
1952,W01179.mp4,đề tài
1953,W01181.mp4,đề-xi-mét (dm)
1954,W01182.mp4,đề-xi-mét khối (dm3)
1955,W01183.mp4,đề-xi-mét vuông (dm2)
1956,W01184.mp4,đếm
1957,W01185N.mp4,đền
1958,W01186.mp4,Đền Hùng
1959,W01188.mp4,đều đặn
1960,W01190.mp4,đi
1961,W01191.mp4,đi học
1962,W01192.mp4,đĩa
1963,W01193.mp4,đĩa DVD
1964,W01194.mp4,địa cầu
1965,W01196.mp4,địa đạo Củ Chi
1966,W01197.mp4,địa điểm
1967,W01199.mp4,địa lí
1968,W01201.mp4,đích
1969,W01204.mp4,tấm lòng
1970,W01205B.mp4,điện
1971,W01205T.mp4,điện
1972,W01203.mp4,điểm ở giữa đoạn thẳng
1973,W01205N.mp4,điện
1974,W01208.mp4,điện thoại
1975,W01210.mp4,điêu khắc
1976,W01211.mp4,quả điều
1977,W01211N.mp4,quả điều
1978,W01207.mp4,Điện Biên Phủ
1979,W01212N.mp4,điều phối
1980,W01213B.mp4,điều hòa
1981,W01213T.mp4,điều hòa
1982,W01214.mp4,điều khiển
1983,W01215.mp4,điều kiện
1984,W01212B.mp4,điều phối
1985,W01216.mp4,điều tra
1986,W01224.mp4,đỉnh
1987,W01225.mp4,đỉnh núi
1988,W01226.mp4,định vị
1989,W01227.mp4,đo
1990,W01217.mp4,điều trị
1991,W01231.mp4,đoàn thanh niên
1992,W01232.mp4,đoàn tụ
1993,W01229.mp4,đoàn cải lương
1994,W01236.mp4,đoạn thơ
1995,W01237.mp4,đoạn văn
1996,W01239.mp4,đọc sách
1997,W01234.mp4,đoán
1998,W01242.mp4,đón tiếp
1999,W01235.mp4,đoạn thẳng
2000,W01243.mp4,đóng cửa
2001,W01244.mp4,đóng dấu
2002,W01246.mp4,đóng góp
2003,W01248.mp4,đô thị
2004,W01249.mp4,đồ chơi
2005,W01250.mp4,đồ dùng dạy học
2006,W01251.mp4,đồ dùng học tập
2007,W01254.mp4,độc hại
2008,W01256.mp4,đổi
2009,W01257.mp4,đối diện
2010,W01258.mp4,đối tượng
2011,W01259B.mp4,nhập ngũ
2012,W01259N.mp4,nhập ngũ
2013,W01241.mp4,đón
2014,W01255.mp4,đôi dép
2015,W01259T.mp4,nhập ngũ
2016,W01262.mp4,Đông Nam
2017,W01263.mp4,Đông Nam Á
2018,W01260.mp4,đội trưởng
2019,W01265.mp4,đồng hồ
2020,W01261.mp4,đồn công an
2021,W01267.mp4,Đồng Tháp Mười
2022,W01268.mp4,đổ nước
2023,W01272.mp4,độc lập
2024,W01273.mp4,đôi chân
2025,W01264.mp4,đồng bằng
2026,W01277.mp4,đổi mới
2027,W01279.mp4,đối thoại
2028,W01280.mp4,đối xử
2029,W01266.mp4,Đồng Nai
2030,W01281.mp4,đối xứng
2031,W01284.mp4,trống (không có gì)
2032,W01283.mp4,đội thiếu niên
2033,W01286.mp4,Đông Dương
2034,W01287.mp4,đông lạnh
2035,W01289.mp4,đồng bào
2036,W01274.mp4,đôi tay
2037,W01294B.mp4,đồng phục
2038,W01293.mp4,đồng lúa
2039,W01294N.mp4,đồng phục
2040,W01295.mp4,đồng ruộng
2041,W01297.mp4,rơm rớm
2042,W01298.mp4,nhiệt độ
2043,W01294T.mp4,đồng phục
2044,W01299.mp4,động cơ
2045,W01301.mp4,tác động
2046,W01302.mp4,động viên
2047,W01304B.mp4,đợi
2048,W01304N.mp4,đợi
2049,W01304T.mp4,đợi
2050,W01305.mp4,đơn giản
2051,W01310.mp4,dung tích
2052,W01296.mp4,đồng tiền
2053,W01315.mp4,đua ngựa
2054,W01313.mp4,tính
2055,W01314.mp4,đỡ
2056,W01318.mp4,đũa
2057,W01317.mp4,đua xe máy
2058,W01322.mp4,đuốc
2059,W01321.mp4,đun nấu
2060,W01324.mp4,sa thải
2061,W01323.mp4,đuôi
2062,W01325.mp4,đưa đón
2063,W01326.mp4,đứng nghiêm
2064,W01328.mp4,đựng
2065,W01329.mp4,đường biên giới
2066,W01316.mp4,đua thuyền
2067,W01330.mp4,đường bộ
2068,W01331.mp4,đường cao
2069,W01336.mp4,đường hầm
2070,W01332.mp4,đường chéo
2071,W01337.mp4,đường kính
2072,W01341.mp4,đường Nguyễn Huệ
2073,W01343.mp4,đường sắt
2074,W01344.mp4,đường thẳng
2075,W01345.mp4,đường thuỷ
2076,W01348B.mp4,e thẹn
2077,W01348N.mp4,e thẹn
2078,W01346.mp4,đường tròn
2079,W01349.mp4,em dâu
2080,W01348T.mp4,e thẹn
2081,W01335.mp4,đường hàng không
2082,W01350.mp4,em gái
2083,W01351T.mp4,em rể
2084,W01352B.mp4,em trai
2085,W01351B.mp4,em rể
2086,W01352N.mp4,em trai
2087,W01352T.mp4,em trai
2088,W01353.mp4,em út
2089,W01354.mp4,email
2090,W01357.mp4,Ê Đê
2091,W01358.mp4,ế ẩm
2092,W01364B.mp4,ga tàu
2093,W01364N.mp4,ga tàu
2094,W01351N.mp4,em rể
2095,W01365N.mp4,gà mái
2096,W01360.mp4,Ê-ti-ô-pi-a (nước Ê-ti-ô-pi-a)
2097,W01364T.mp4,ga tàu
2098,W01368.mp4,gà trống
2099,W01366.mp4,gà rừng
2100,W01376.mp4,gãi đầu gãi tai
2101,W01375.mp4,gai
2102,W01378N.mp4,gan dạ
2103,W01379.mp4,gan lì
2104,W01381.mp4,gang tay
2105,W01382.mp4,gánh
2106,W01384B.mp4,gạo
2107,W01377.mp4,gan
2108,W01384N.mp4,gạo
2109,W01384T.mp4,gạo
2110,W01385.mp4,gạo nếp
2111,W01389.mp4,gáy
2112,W01390.mp4,gặm cỏ
2113,W01391.mp4,gặm xương (con chó gặm xương)
2114,W01392.mp4,gắn bó
2115,W01393.mp4,găng tay
2116,W01394.mp4,gắp thức ăn
2117,W01395.mp4,gặp gỡ
2118,W01387.mp4,gãy chân
2119,W01397.mp4,gần gũi
2120,W01388.mp4,gãy tay
2121,W01399.mp4,gấp quần áo
2122,W01400.mp4,gật đầu
2123,W01401.mp4,gật gù
2124,W01403B.mp4,gầy (miền Nam: ốm)
2125,W01396.mp4,gặt lúa
2126,W01403T.mp4,gầy (miền Nam: ốm)
2127,W01398.mp4,gấp giấy
2128,W01404.mp4,gậy của người già
2129,W01406.mp4,ghé thăm
2130,W01407.mp4,ghép hình
2131,W01411.mp4,ghi chú
2132,W01412.mp4,ghi hình
2133,W01413.mp4,ghi nhớ
2134,W01415.mp4,Gia Lai
2135,W01403N.mp4,gầy (miền Nam: ốm)
2136,W01417T.mp4,giả bộ (giống giả vờ)
2137,W01418.mp4,giả mạo
2138,W01419.mp4,giả sử
2139,W01420.mp4,giá sách
2140,W01423.mp4,giai đoạn
2141,W01424.mp4,giải thích
2142,W01425.mp4,giảm
2143,W01427.mp4,giàn mướp
2144,W01410.mp4,ghi chép
2145,W01426.mp4,giám sát
2146,W01430N.mp4,giao thông
2147,W01429.mp4,giao hàng
2148,W01432.mp4,giã
2149,W01433B.mp4,giá trị
2150,W01433N.mp4,giá trị
2151,W01433T.mp4,giá trị
2152,W01434B.mp4,giá trị phần trăm
2153,W01434N.mp4,giá trị phần trăm
2154,W01434T.mp4,giá trị phần trăm
2155,W01435.mp4,giá trị tuyệt đối
2156,W01437.mp4,giải lao
2157,W01438.mp4,giải quyết
2158,W01440.mp4,giải vô địch
2159,W01441.mp4,giám đốc
2160,W01442.mp4,giám khảo
2161,W01444.mp4,giàn khoan
2162,W01443.mp4,gian khổ
2163,W01430B.mp4,giao thông
2164,W01447B.mp4,gián tiếp
2165,W01445.mp4,giàn nho
2166,W01447N.mp4,gián tiếp
2167,W01447T.mp4,gián tiếp
2168,W01450.mp4,giao hoán
2169,W01451.mp4,giao lưu
2170,W01452.mp4,giao thừa
2171,W01453N.mp4,giao tiếp
2172,W01453T.mp4,giao tiếp
2173,W01456.mp4,giáo dục
2174,W01458.mp4,giáo sĩ
2175,W01462.mp4,giấc ngủ
2176,W01463.mp4,giẫm
2177,W01464.mp4,giận dỗi
2178,W01465.mp4,giận dữ
2179,W01466.mp4,giật mình
2180,W01467.mp4,giầy ba ta
2181,W01453B.mp4,giao tiếp
2182,W01459.mp4,giàu có
2183,W01469.mp4,giầy thể thao
2184,W01470N.mp4,giấy
2185,W01470T.mp4,giấy
2186,W01471B.mp4,giấy ăn
2187,W01470B.mp4,giấy
2188,W01471N.mp4,giấy ăn
2189,W01471T.mp4,giấy ăn
2190,W01472B.mp4,giấy màu
2191,W01472N.mp4,giấy màu
2192,W01473B.mp4,giấy nháp
2193,W01473N.mp4,giấy nháp
2194,W01473T.mp4,giấy nháp
2195,W01474.mp4,giấy tờ
2196,W01476.mp4,giẻ lau
2197,W01477.mp4,gieo xúc xắc
2198,W01478.mp4,giếng nước
2199,W01482.mp4,gió Lào
2200,W01479.mp4,giết
2201,W01472T.mp4,giấy màu
2202,W01487.mp4,giọng nói
2203,W01489.mp4,giông bão
2204,W01485.mp4,giỏi
2205,W01486.mp4,giọng ca
2206,W01493.mp4,giới hạn
2207,W01491.mp4,giơ tay
2208,W01497B.mp4,giúp đỡ
2209,W01494.mp4,giới thiệu
2210,W01497N.mp4,giúp đỡ
2211,W01497T.mp4,giúp đỡ
2212,W01501.mp4,góc bẹt
2213,W01490.mp4,giống nhau
2214,W01503.mp4,góc học tập
2215,W01505.mp4,góc nhọn
2216,W01506.mp4,góc tù
2217,W01507.mp4,góc vuông
2218,W01508.mp4,góc vườn
2219,W01509.mp4,gói (đgt)
2220,W01510.mp4,gói
2221,W01498.mp4,giường
2222,W01502.mp4,góc bếp
2223,W01511.mp4,gọi
2224,W01514.mp4,gọt bút chì (cái)
2225,W01515.mp4,gọt bút chì
2226,W01512.mp4,gọn gàng
2227,W01516N.mp4,gỗ
2228,W01513.mp4,góp ý
2229,W01516T.mp4,gỗ
2230,W01517.mp4,gốm sứ
2231,W01519.mp4,gửi
2232,W01518.mp4,gợi ý
2233,W01522.mp4,gửi thư
2234,W01520.mp4,gửi quà
2235,W01523.mp4,gương
2236,W01524.mp4,gương mặt
2237,W01525.mp4,gương mẫu
2238,W01527.mp4,Hà Lan (nước Hà Lan)
2239,W01532.mp4,hài hước
2240,W01526.mp4,Hà Giang
2241,W01534.mp4,hải đảo
2242,W01536.mp4,hàm răng
2243,W01530.mp4,Hạ Long
2244,W01533.mp4,Hải Dương
2245,W01540.mp4,hàng chục nghìn
2246,W01539.mp4,hàng chục
2247,W01541.mp4,hàng chục triệu
2248,W01543.mp4,hàng đơn vị
2249,W01545.mp4,hàng ngang
2250,W01546.mp4,hàng nghìn
2251,W01547.mp4,hàng trăm
2252,W01548.mp4,hàng trăm nghìn
2253,W01550.mp4,hàng triệu
2254,W01554.mp4,hành động
2255,W01542.mp4,hàng dọc
2256,W01556.mp4,hành lang
2257,W01557B.mp4,hành quân
2258,W01557N.mp4,hành quân
2259,W01557T.mp4,hành quân
2260,W01558.mp4,hành tinh
2261,W01559.mp4,hành vi
2262,W01560.mp4,hát ru
2263,W01562.mp4,hạt
2264,W01552.mp4,hàng xóm
2265,W01567.mp4,hạt lúa
2266,W01568.mp4,hạt tiêu
2267,W01569.mp4,hăng hái
2268,W01570.mp4,hằng đẳng thức
2269,W01571.mp4,hắt hơi
2270,W01572.mp4,Hậu Giang
2271,W01563.mp4,hạt cườm
2272,W01573.mp4,hậu quả
2273,W01566.mp4,hạt lạc
2274,W01575B.mp4,héc-ta (ha)
2275,W01576B.mp4,héc-tô-gam (hg)
2276,W01576T.mp4,héc-tô-gam (hg)
2277,W01576N.mp4,héc-tô-gam (hg)
2278,W01577B.mp4,héc-tô-mét (hm)
2279,W01577N.mp4,héc-tô-mét (hm)
2280,W01577T.mp4,héc-tô-mét (hm)
2281,W01578B.mp4,héc-tô-mét vuông (hm2)
2282,W01578T.mp4,héc-tô-mét vuông (hm2)
2283,W01578N.mp4,héc-tô-mét vuông (hm2)
2284,W01582B.mp4,hệ thống
2285,W01582N.mp4,hệ thống
2286,W01582T.mp4,hệ thống
2287,W01583B.mp4,hi sinh
2288,W01579.mp4,héo
2289,W01580.mp4,hét (giống la)
2290,W01583T.mp4,hi sinh
2291,W01584B.mp4,hi vọng
2292,W01584N.mp4,hi vọng
2293,W01584T.mp4,hi vọng
2294,W01587.mp4,hiện đại
2295,W01591B.mp4,hiểu
2296,W01588.mp4,hiện nay
2297,W01583N.mp4,hi sinh
2298,W01591N.mp4,hiểu
2299,W01591T.mp4,hiểu
2300,W01595.mp4,hiệu (Toán học)
2301,W01596.mp4,hiệu cầm đồ
2302,W01599.mp4,hình
2303,W01593.mp4,hiếu thảo
2304,W01601.mp4,hình cầu
2305,W01594.mp4,hiệu thuốc
2306,W01602.mp4,hình chiếu
2307,W01603.mp4,hình dáng
2308,W01605.mp4,hình học
2309,W01604.mp4,hình elip
2310,W01600.mp4,hình bình hành
2311,W01608.mp4,hình lập phương
2312,W01612.mp4,hình thang
2313,W01616.mp4,hình trụ
2314,W01617.mp4,hình tứ giác
2315,W01618.mp4,hình vẽ
2316,W01619B.mp4,hoa
2317,W01619N.mp4,hoa
2318,W01606.mp4,hình hộp chữ nhật
2319,W01619T.mp4,hoa
2320,W01622.mp4,hoa hồng
2321,W01625.mp4,hoa lay ơn
2322,W01629B.mp4,hoa sen
2323,W01629N.mp4,hoa sen
2324,W01629T.mp4,hoa sen
2325,W01634.mp4,hòa bình
2326,W01637.mp4,hòa nhập
2327,W01638.mp4,họa sỹ
2328,W01641.mp4,hoàn thành
2329,W01643.mp4,hoán vị
2330,W01645.mp4,hoàng đế
2331,W01646.mp4,hoàng hôn
2332,W01620.mp4,hoa cúc
2333,W01649.mp4,Hoàng tử
2334,W01621.mp4,hoa đào
2335,W01651B.mp4,hoạt động
2336,W01655B.mp4,hoạt hình
2337,W01655T.mp4,hoạt hình
